"Series.Name","year","value"
"Population ages 40-44, female (% of female population)",1990,7.86913148314501
"Population ages 40-44, female (% of female population)",1991,7.80564468600615
"Population ages 40-44, female (% of female population)",1992,7.7075318141462
"Population ages 40-44, female (% of female population)",1993,7.58731175905159
"Population ages 40-44, female (% of female population)",1994,7.45729810143232
"Population ages 40-44, female (% of female population)",1995,7.34865390152606
"Population ages 40-44, female (% of female population)",1996,7.26565990528103
"Population ages 40-44, female (% of female population)",1997,7.21368280764105
"Population ages 40-44, female (% of female population)",1998,7.20617115762283
"Population ages 40-44, female (% of female population)",1999,7.24512389841124
"Population ages 40-44, female (% of female population)",2000,7.31881313687325
"Population ages 40-44, female (% of female population)",2001,7.40306971583554
"Population ages 40-44, female (% of female population)",2002,7.48106144118244
"Population ages 40-44, female (% of female population)",2003,7.55114133847474
"Population ages 40-44, female (% of female population)",2004,7.58946405901831
"Population ages 40-44, female (% of female population)",2005,7.53941055517478
"Population ages 40-44, female (% of female population)",2006,7.42009132420091
"Population ages 40-44, female (% of female population)",2007,7.29814775084031
"Population ages 40-44, female (% of female population)",2008,7.19873822688616
"Population ages 40-44, female (% of female population)",2009,7.11182911506013
"Population ages 40-44, female (% of female population)",2010,7.04340851949644
"Population ages 40-44, female (% of female population)",2011,6.95516930884881
"Population ages 40-44, female (% of female population)",2012,6.8295330163081
"Population ages 40-44, female (% of female population)",2013,6.69222466222503
"Population ages 40-44, female (% of female population)",2014,6.53336345835216
"Population ages 40-44, female (% of female population)",2015,6.35002828840751
"Population ages 40-44, female (% of female population)",2016,6.16891113103271
"Population ages 40-44, female (% of female population)",2017,6.02338706403021
"Population ages 40-44, female (% of female population)",2018,5.9294754170555
"Population ages 40-44, female (% of female population)",2019,5.88918687093517
"Population ages 40-44, female (% of female population)",2020,5.86134848602098
"Population ages 40-44, female (% of female population)",2021,5.8363863769688
"Population ages 40-44, female (% of female population)",2022,5.81958831636509
"Population ages 40-44, female (% of female population)",2023,5.79867241803187
"Population ages 40-44, female (% of female population)",2024,5.77690362461365
"Population ages 40-44, male (% of male population)",1975,5.12375808329823
"Population ages 40-44, male (% of male population)",1976,5.17419261960747
"Population ages 40-44, male (% of male population)",1977,5.25268047357944
"Population ages 40-44, male (% of male population)",1978,5.33229156050775
"Population ages 40-44, male (% of male population)",1979,5.45424458050637
"Population ages 40-44, male (% of male population)",1980,5.66237584168261
"Population ages 40-44, male (% of male population)",1981,5.88429822596303
"Population ages 40-44, male (% of male population)",1982,6.12772786300242
"Population ages 40-44, male (% of male population)",1983,6.46689676812049
"Population ages 40-44, male (% of male population)",1984,6.82233102360898
"Population ages 40-44, male (% of male population)",1985,7.12439368505608
"Population ages 40-44, male (% of male population)",1986,7.39732197698702
"Population ages 40-44, male (% of male population)",1987,7.58741579446205
"Population ages 40-44, male (% of male population)",1988,7.66572831024705
"Population ages 40-44, male (% of male population)",1989,7.6566054598635
"Population ages 40-44, male (% of male population)",1990,7.52275945781914
"Population ages 40-44, male (% of male population)",1991,7.2762259839442
"Population ages 40-44, male (% of male population)",1992,6.99639555551142
"Population ages 40-44, male (% of male population)",1993,6.72471705361452
"Population ages 40-44, male (% of male population)",1994,6.51523155485121
"Population ages 40-44, male (% of male population)",1995,6.42861311596599
"Population ages 40-44, male (% of male population)",1996,6.46313832568408
"Population ages 40-44, male (% of male population)",1997,6.58727707866903
"Population ages 40-44, male (% of male population)",1998,6.77058245505867
"Population ages 40-44, male (% of male population)",1999,6.96744607262252
"Population ages 40-44, male (% of male population)",2000,7.15347346883626
"Population ages 40-44, male (% of male population)",2001,7.27026765871099
"Population ages 40-44, male (% of male population)",2002,7.29877612575163
"Population ages 40-44, male (% of male population)",2003,7.29827347464438
"Population ages 40-44, male (% of male population)",2004,7.28553957253509
"Population ages 40-44, male (% of male population)",2005,7.23437348109264
"Population ages 40-44, male (% of male population)",2006,7.14980734052076
"Population ages 40-44, male (% of male population)",2007,7.07448778681015
"Population ages 40-44, male (% of male population)",2008,7.00569719830745
"Population ages 40-44, male (% of male population)",2009,6.93353444729573
"Population ages 40-44, male (% of male population)",2010,6.89010653891179
"Population ages 40-44, male (% of male population)",2011,6.81912846857211
"Population ages 40-44, male (% of male population)",2012,6.67821420347027
"Population ages 40-44, male (% of male population)",2013,6.51916598379314
"Population ages 40-44, male (% of male population)",2014,6.35438506775761
"Population ages 40-44, male (% of male population)",2015,6.1998503305201
"Population ages 40-44, male (% of male population)",2016,6.06176580024451
"Population ages 40-44, male (% of male population)",2017,5.95841646768936
"Population ages 40-44, male (% of male population)",2018,5.90707369553523
"Population ages 40-44, male (% of male population)",2019,5.90692950463967
"Population ages 40-44, male (% of male population)",2020,5.91482649842271
"Population ages 40-44, male (% of male population)",2021,5.92040333416569
"Population ages 40-44, male (% of male population)",2022,5.94036752486693
"Population ages 40-44, male (% of male population)",2023,5.9536598466722
"Population ages 40-44, male (% of male population)",2024,5.95410403909198
"Population ages 45-49, female (% of female population)",1975,4.04852071005917
"Population ages 45-49, female (% of female population)",1976,4.10793989710275
"Population ages 45-49, female (% of female population)",1977,4.18100575748637
"Population ages 45-49, female (% of female population)",1978,4.24993942203352
"Population ages 45-49, female (% of female population)",1979,4.34738342496436
"Population ages 45-49, female (% of female population)",1980,4.45473700950185
"Population ages 45-49, female (% of female population)",1981,4.60427413411938
"Population ages 45-49, female (% of female population)",1982,4.78911140143907
"Population ages 45-49, female (% of female population)",1983,4.95149203152534
"Population ages 45-49, female (% of female population)",1984,5.1574662984595
"Population ages 45-49, female (% of female population)",1985,5.43093383352154
"Population ages 45-49, female (% of female population)",1986,5.70802572040962
"Population ages 45-49, female (% of female population)",1987,5.998234138098
"Population ages 45-49, female (% of female population)",1988,6.33584530072515
"Population ages 45-49, female (% of female population)",1989,6.65894944587825
"Population ages 45-49, female (% of female population)",1990,6.91598505980805
"Population ages 45-49, female (% of female population)",1991,7.10403472501567
"Population ages 45-49, female (% of female population)",1992,7.2552900266351
"Population ages 45-49, female (% of female population)",1993,7.38133382157733
"Population ages 45-49, female (% of female population)",1994,7.47453306845911
"Population ages 45-49, female (% of female population)",1995,7.5097178232076
"Population ages 45-49, female (% of female population)",1996,7.48816012867483
"Population ages 45-49, female (% of female population)",1997,7.43936028431808
"Population ages 45-49, female (% of female population)",1998,7.36805788998779
"Population ages 45-49, female (% of female population)",1999,7.29276016902054
"Population ages 45-49, female (% of female population)",2000,7.24219018345473
"Population ages 45-49, female (% of female population)",2001,7.2075800671005
"Population ages 45-49, female (% of female population)",2002,7.19444762904236
"Population ages 45-49, female (% of female population)",2003,7.2168321998072
"Population ages 45-49, female (% of female population)",2004,7.26809477730529
"Population ages 45-49, female (% of female population)",2005,7.33468039842269
"Population ages 45-49, female (% of female population)",2006,7.40849743150685
"Population ages 45-49, female (% of female population)",2007,7.44922405778445
"Population ages 45-49, female (% of female population)",2008,7.43263224869835
"Population ages 45-49, female (% of female population)",2009,7.39274816011488
"Population ages 45-49, female (% of female population)",2010,7.37232920905838
"Population ages 45-49, female (% of female population)",2011,7.34990495420521
"Population ages 45-49, female (% of female population)",2012,7.29679264893901
"Population ages 45-49, female (% of female population)",2013,7.22633714221908
"Population ages 45-49, female (% of female population)",2014,7.14339508962193
"Population ages 45-49, female (% of female population)",2015,7.07114294755617
"Population ages 45-49, female (% of female population)",2016,6.98558748485356
"Population ages 45-49, female (% of female population)",2017,6.87299524950262
"Population ages 45-49, female (% of female population)",2018,6.7410428746684
"Population ages 45-49, female (% of female population)",2019,6.58950499994571
"Population ages 45-49, female (% of female population)",2020,6.40746432006368
"Population ages 45-49, female (% of female population)",2021,6.22820901634808
"Population ages 45-49, female (% of female population)",2022,6.08856088560886
"Population ages 45-49, female (% of female population)",2023,5.98417629573341
"Population ages 45-49, female (% of female population)",2024,5.91626861477943
"Population ages 45-49, male (% of male population)",1975,4.17482222937985
"Population ages 45-49, male (% of male population)",1976,4.18326215269447
"Population ages 45-49, male (% of male population)",1977,4.21774409480902
"Population ages 45-49, male (% of male population)",1978,4.27353330842137
"Population ages 45-49, male (% of male population)",1979,4.29036350598489
"Population ages 45-49, male (% of male population)",1980,4.3308150405845
"Population ages 45-49, male (% of male population)",1981,4.48043012129164
"Population ages 45-49, male (% of male population)",1982,4.68236958518534
"Population ages 45-49, male (% of male population)",1983,4.87501307394624
"Population ages 45-49, male (% of male population)",1984,5.11285838761877
"Population ages 45-49, male (% of male population)",1985,5.39942123312359
"Population ages 45-49, male (% of male population)",1986,5.67851439334999
"Population ages 45-49, male (% of male population)",1987,5.97617276275695
"Population ages 45-49, male (% of male population)",1988,6.30697466437667
"Population ages 45-49, male (% of male population)",1989,6.64405264868378
"Population ages 45-49, male (% of male population)",1990,6.93708274327332
"Population ages 45-49, male (% of male population)",1991,7.16898684065466
"Population ages 45-49, male (% of male population)",1992,7.34492448539852
"Population ages 45-49, male (% of male population)",1993,7.45658533702387
"Population ages 45-49, male (% of male population)",1994,7.47295102815441
"Population ages 45-49, male (% of male population)",1995,7.36921969534852
"Population ages 45-49, male (% of male population)",1996,7.18546060148338
"Population ages 45-49, male (% of male population)",1997,6.97618312360071
"Population ages 45-49, male (% of male population)",1998,6.76961908248396
"Population ages 45-49, male (% of male population)",1999,6.61965182038016
"Population ages 45-49, male (% of male population)",2000,6.60238963846584
"Population ages 45-49, male (% of male population)",2001,6.68277128224949
"Population ages 45-49, male (% of male population)",2002,6.81638019373175
"Population ages 45-49, male (% of male population)",2003,7.00777565821964
"Population ages 45-49, male (% of male population)",2004,7.20691864189622
"Population ages 45-49, male (% of male population)",2005,7.3519976669583
"Population ages 45-49, male (% of male population)",2006,7.42322811660763
"Population ages 45-49, male (% of male population)",2007,7.42636021599704
"Population ages 45-49, male (% of male population)",2008,7.37801839129883
"Population ages 45-49, male (% of male population)",2009,7.31356148014652
"Population ages 45-49, male (% of male population)",2010,7.29540692355366
"Population ages 45-49, male (% of male population)",2011,7.28028244441359
"Population ages 45-49, male (% of male population)",2012,7.23389769416382
"Population ages 45-49, male (% of male population)",2013,7.18989954171599
"Population ages 45-49, male (% of male population)",2014,7.12656609562772
"Population ages 45-49, male (% of male population)",2015,7.07188292520684
"Population ages 45-49, male (% of male population)",2016,7.02492956997821
"Population ages 45-49, male (% of male population)",2017,6.94403558695581
"Population ages 45-49, male (% of male population)",2018,6.83387125694818
"Population ages 45-49, male (% of male population)",2019,6.71367896219011
"Population ages 45-49, male (% of male population)",2020,6.55751212392297
"Population ages 45-49, male (% of male population)",2021,6.38533157350266
"Population ages 45-49, male (% of male population)",2022,6.24984947376027
"Population ages 45-49, male (% of male population)",2023,6.15386493481127
"Population ages 45-49, male (% of male population)",2024,6.0951320591328
"Population ages 50-54, female (% of female population)",1975,3.57633136094675
"Population ages 50-54, female (% of female population)",1976,3.57641767652103
"Population ages 50-54, female (% of female population)",1977,3.57138955349437
"Population ages 50-54, female (% of female population)",1978,3.56409148853233
"Population ages 50-54, female (% of female population)",1979,3.57157401751171
"Population ages 50-54, female (% of female population)",1980,3.63574921480539
"Population ages 50-54, female (% of female population)",1981,3.71211004667158
"Population ages 50-54, female (% of female population)",1982,3.78293001579471
"Population ages 50-54, female (% of female population)",1983,3.8757963633547
"Population ages 50-54, female (% of female population)",1984,4.00473409219933
"Population ages 50-54, female (% of female population)",1985,4.15621949585622
"Population ages 50-54, female (% of female population)",1986,4.32864967849488
"Population ages 50-54, female (% of female population)",1987,4.5228850006171
"Population ages 50-54, female (% of female population)",1988,4.73671737997061
"Population ages 50-54, female (% of female population)",1989,5.00322605131319
"Population ages 50-54, female (% of female population)",1990,5.26405370904449
"Population ages 50-54, female (% of female population)",1991,5.48284797515365
"Population ages 50-54, female (% of female population)",1992,5.70897454868304
"Population ages 50-54, female (% of female population)",1993,5.95230466425596
"Population ages 50-54, female (% of female population)",1994,6.19007447319963
"Population ages 50-54, female (% of female population)",1995,6.42816009213936
"Population ages 50-54, female (% of female population)",1996,6.66875167545349
"Population ages 50-54, female (% of female population)",1997,6.88938249666815
"Population ages 50-54, female (% of female population)",1998,7.08055413032324
"Population ages 50-54, female (% of female population)",1999,7.23894882629522
"Population ages 50-54, female (% of female population)",2000,7.32145530768079
"Population ages 50-54, female (% of female population)",2001,7.33174241156735
"Population ages 50-54, female (% of female population)",2002,7.31438448581482
"Population ages 50-54, female (% of female population)",2003,7.2752036367174
"Population ages 50-54, female (% of female population)",2004,7.22725779675612
"Population ages 50-54, female (% of female population)",2005,7.17801732195152
"Population ages 50-54, female (% of female population)",2006,7.14451341324201
"Population ages 50-54, female (% of female population)",2007,7.1613745262104
"Population ages 50-54, female (% of female population)",2008,7.22651874288684
"Population ages 50-54, female (% of female population)",2009,7.2940226171244
"Population ages 50-54, female (% of female population)",2010,7.35700961529797
"Population ages 50-54, female (% of female population)",2011,7.41811963946265
"Population ages 50-54, female (% of female population)",2012,7.4458006420221
"Population ages 50-54, female (% of female population)",2013,7.45431198124093
"Population ages 50-54, female (% of female population)",2014,7.45123512577195
"Population ages 50-54, female (% of female population)",2015,7.47005743985117
"Population ages 50-54, female (% of female population)",2016,7.52544109389315
"Population ages 50-54, female (% of female population)",2017,7.57034390352836
"Population ages 50-54, female (% of female population)",2018,7.57987228822179
"Population ages 50-54, female (% of female population)",2019,7.55474967698505
"Population ages 50-54, female (% of female population)",2020,7.43004963684402
"Population ages 50-54, female (% of female population)",2021,7.21108614563848
"Population ages 50-54, female (% of female population)",2022,7.00106699862179
"Population ages 50-54, female (% of female population)",2023,6.80553382652035
"Population ages 50-54, female (% of female population)",2024,6.61534138803034
"Population ages 50-54, male (% of male population)",1975,3.57151705854662
"Population ages 50-54, male (% of male population)",1976,3.56543020298479
"Population ages 50-54, male (% of male population)",1977,3.55417408817332
"Population ages 50-54, male (% of male population)",1978,3.53863052167907
"Population ages 50-54, male (% of male population)",1979,3.53246180153346
"Population ages 50-54, male (% of male population)",1980,3.59478183802946
"Population ages 50-54, male (% of male population)",1981,3.68888746653012
"Population ages 50-54, male (% of male population)",1982,3.79446139552562
"Population ages 50-54, male (% of male population)",1983,3.9253216190775
"Population ages 50-54, male (% of male population)",1984,4.03199037384341
"Population ages 50-54, male (% of male population)",1985,4.15023222763457
"Population ages 50-54, male (% of male population)",1986,4.3169812865976
"Population ages 50-54, male (% of male population)",1987,4.51779908889863
"Population ages 50-54, male (% of male population)",1988,4.73988556794276
"Population ages 50-54, male (% of male population)",1989,4.999796880078
"Population ages 50-54, male (% of male population)",1990,5.27007889945377
"Population ages 50-54, male (% of male population)",1991,5.52933040680718
"Population ages 50-54, male (% of male population)",1992,5.80682957828992
"Population ages 50-54, male (% of male population)",1993,6.10218575467145
"Population ages 50-54, male (% of male population)",1994,6.4046878362779
"Population ages 50-54, male (% of male population)",1995,6.69902534871506
"Population ages 50-54, male (% of male population)",1996,6.96469722496563
"Population ages 50-54, male (% of male population)",1997,7.18269898865128
"Population ages 50-54, male (% of male population)",1998,7.33704552898788
"Population ages 50-54, male (% of male population)",1999,7.40483829012399
"Population ages 50-54, male (% of male population)",2000,7.37448607331056
"Population ages 50-54, male (% of male population)",2001,7.25190839694656
"Population ages 50-54, male (% of male population)",2002,7.07932947932175
"Population ages 50-54, male (% of male population)",2003,6.90706974852572
"Population ages 50-54, male (% of male population)",2004,6.78372449672898
"Population ages 50-54, male (% of male population)",2005,6.74054632059881
"Population ages 50-54, male (% of male population)",2006,6.78492196318063
"Population ages 50-54, male (% of male population)",2007,6.92340682690996
"Population ages 50-54, male (% of male population)",2008,7.12198649480607
"Population ages 50-54, male (% of male population)",2009,7.30866422456855
"Population ages 50-54, male (% of male population)",2010,7.47543112352808
"Population ages 50-54, male (% of male population)",2011,7.57680940952456
"Population ages 50-54, male (% of male population)",2012,7.57331517766853
"Population ages 50-54, male (% of male population)",2013,7.53386546885591
"Population ages 50-54, male (% of male population)",2014,7.48759907951931
"Population ages 50-54, male (% of male population)",2015,7.46684405271692
"Population ages 50-54, male (% of male population)",2016,7.49375431882209
"Population ages 50-54, male (% of male population)",2017,7.55786696322463
"Population ages 50-54, male (% of male population)",2018,7.62842926304465
"Population ages 50-54, male (% of male population)",2019,7.67623840081252
"Population ages 50-54, male (% of male population)",2020,7.62159235368897
"Population ages 50-54, male (% of male population)",2021,7.45787702588616
"Population ages 50-54, male (% of male population)",2022,7.26740685436285
"Population ages 50-54, male (% of male population)",2023,7.06699545876263
"Population ages 50-54, male (% of male population)",2024,6.86583781777695
"Population ages 55-59, female (% of female population)",1975,2.85325443786982
"Population ages 55-59, female (% of female population)",1976,2.93018660064282
"Population ages 55-59, female (% of female population)",1977,3.0229534703331
"Population ages 55-59, female (% of female population)",1978,3.13003718960377
"Population ages 55-59, female (% of female population)",1979,3.2203217267359
"Population ages 55-59, female (% of female population)",1980,3.24812149644178
"Population ages 55-59, female (% of female population)",1981,3.24244657332351
"Population ages 55-59, female (% of female population)",1982,3.25156484605035
"Population ages 55-59, female (% of female population)",1983,3.26000658391588
"Population ages 55-59, female (% of female population)",1984,3.28307369595966
"Population ages 55-59, female (% of female population)",1985,3.3389476907765
"Population ages 55-59, female (% of female population)",1986,3.41128840200048
"Population ages 55-59, female (% of female population)",1987,3.5032421604276
"Population ages 55-59, female (% of female population)",1988,3.61533721977345
"Population ages 55-59, female (% of female population)",1989,3.7640428115986
"Population ages 55-59, female (% of female population)",1990,3.93834806864924
"Population ages 55-59, female (% of female population)",1991,4.10114409197639
"Population ages 55-59, female (% of female population)",1992,4.24959307487422
"Population ages 55-59, female (% of female population)",1993,4.40426603194947
"Population ages 55-59, female (% of female population)",1994,4.57724440090348
"Population ages 55-59, female (% of female population)",1995,4.76083357327958
"Population ages 55-59, female (% of female population)",1996,4.97006523098919
"Population ages 55-59, female (% of female population)",1997,5.21545979564638
"Population ages 55-59, female (% of female population)",1998,5.4917641230693
"Population ages 55-59, female (% of female population)",1999,5.78163180691432
"Population ages 55-59, female (% of female population)",2000,6.07523141012656
"Population ages 55-59, female (% of female population)",2001,6.36926409594843
"Population ages 55-59, female (% of female population)",2002,6.64062155512245
"Population ages 55-59, female (% of female population)",2003,6.86925682547825
"Population ages 55-59, female (% of female population)",2004,7.04970570741191
"Population ages 55-59, female (% of female population)",2005,7.15220351957843
"Population ages 55-59, female (% of female population)",2006,7.17394406392694
"Population ages 55-59, female (% of female population)",2007,7.1434956733176
"Population ages 55-59, female (% of female population)",2008,7.07417397772182
"Population ages 55-59, female (% of female population)",2009,7.00143600789804
"Population ages 55-59, female (% of female population)",2010,6.98483360217718
"Population ages 55-59, female (% of female population)",2011,7.01792681928566
"Population ages 55-59, female (% of female population)",2012,7.08063907872589
"Population ages 55-59, female (% of female population)",2013,7.17329809803849
"Population ages 55-59, female (% of female population)",2014,7.26954360596475
"Population ages 55-59, female (% of female population)",2015,7.36361631330131
"Population ages 55-59, female (% of female population)",2016,7.47716951206297
"Population ages 55-59, female (% of female population)",2017,7.60790125461854
"Population ages 55-59, female (% of female population)",2018,7.76336622243659
"Population ages 55-59, female (% of female population)",2019,7.94888220540494
"Population ages 55-59, female (% of female population)",2020,8.03144035287485
"Population ages 55-59, female (% of female population)",2021,7.98366298825639
"Population ages 55-59, female (% of female population)",2022,7.89690125816921
"Population ages 55-59, female (% of female population)",2023,7.76546051896386
"Population ages 55-59, female (% of female population)",2024,7.607754987356
"Population ages 55-59, male (% of male population)",1975,2.98183890389237
"Population ages 55-59, male (% of male population)",1976,3.03757377993186
"Population ages 55-59, male (% of male population)",1977,3.04776539889871
"Population ages 55-59, male (% of male population)",1978,3.03472953539197
"Population ages 55-59, male (% of male population)",1979,3.06580616691489
"Population ages 55-59, male (% of male population)",1980,3.09220410060201
"Population ages 55-59, male (% of male population)",1981,3.10536478168571
"Population ages 55-59, male (% of male population)",1982,3.14515873602416
"Population ages 55-59, male (% of male population)",1983,3.20154795523481
"Population ages 55-59, male (% of male population)",1984,3.27683498610016
"Population ages 55-59, male (% of male population)",1985,3.38403550868665
"Population ages 55-59, male (% of male population)",1986,3.49801400434053
"Population ages 55-59, male (% of male population)",1987,3.61485074855029
"Population ages 55-59, male (% of male population)",1988,3.74495675769063
"Population ages 55-59, male (% of male population)",1989,3.88162170945726
"Population ages 55-59, male (% of male population)",1990,4.01375682783735
"Population ages 55-59, male (% of male population)",1991,4.13522154404322
"Population ages 55-59, male (% of male population)",1992,4.27667835049499
"Population ages 55-59, male (% of male population)",1993,4.44735571950631
"Population ages 55-59, male (% of male population)",1994,4.65261881004089
"Population ages 55-59, male (% of male population)",1995,4.90146489504504
"Population ages 55-59, male (% of male population)",1996,5.1927806502837
"Population ages 55-59, male (% of male population)",1997,5.51223654751795
"Population ages 55-59, male (% of male population)",1998,5.84959827363635
"Population ages 55-59, male (% of male population)",1999,6.20249140148559
"Population ages 55-59, male (% of male population)",2000,6.54255216476538
"Population ages 55-59, male (% of male population)",2001,6.83447676103972
"Population ages 55-59, male (% of male population)",2002,7.06676205023105
"Population ages 55-59, male (% of male population)",2003,7.23630060714044
"Population ages 55-59, male (% of male population)",2004,7.32339409469455
"Population ages 55-59, male (% of male population)",2005,7.27617381160688
"Population ages 55-59, male (% of male population)",2006,7.11575137196902
"Population ages 55-59, male (% of male population)",2007,6.92340682690996
"Population ages 55-59, male (% of male population)",2008,6.73500698713
"Population ages 55-59, male (% of male population)",2009,6.60639777468706
"Population ages 55-59, male (% of male population)",2010,6.62941575752806
"Population ages 55-59, male (% of male population)",2011,6.75268262689172
"Population ages 55-59, male (% of male population)",2012,6.91150114641008
"Population ages 55-59, male (% of male population)",2013,7.11503636933847
"Population ages 55-59, male (% of male population)",2014,7.31270774737919
"Population ages 55-59, male (% of male population)",2015,7.47723776659876
"Population ages 55-59, male (% of male population)",2016,7.60006378568012
"Population ages 55-59, male (% of male population)",2017,7.68324992640565
"Population ages 55-59, male (% of male population)",2018,7.75954814416353
"Population ages 55-59, male (% of male population)",2019,7.85397719403536
"Population ages 55-59, male (% of male population)",2020,7.88172701162955
"Population ages 55-59, male (% of male population)",2021,7.84789355402561
"Population ages 55-59, male (% of male population)",2022,7.83458972568098
"Population ages 55-59, male (% of male population)",2023,7.80311538649348
"Population ages 55-59, male (% of male population)",2024,7.72808808065813
"Population ages 60-64, female (% of female population)",1975,2.2189349112426
"Population ages 60-64, female (% of female population)",1976,2.25896943747232
"Population ages 60-64, female (% of female population)",1977,2.30408705057193
"Population ages 60-64, female (% of female population)",1978,2.36201392766464
"Population ages 60-64, female (% of female population)",1979,2.40684178375076
"Population ages 60-64, female (% of female population)",1980,2.48777481811315
"Population ages 60-64, female (% of female population)",1981,2.5978874969295
"Population ages 60-64, female (% of female population)",1982,2.69680010919798
"Population ages 60-64, female (% of female population)",1983,2.79913247226041
"Population ages 60-64, female (% of female population)",1984,2.87509501861884
"Population ages 60-64, female (% of female population)",1985,2.91691388979272
"Population ages 60-64, female (% of female population)",1986,2.94070016670636
"Population ages 60-64, female (% of female population)",1987,2.96778726111021
"Population ages 60-64, female (% of female population)",1988,3.00109009905683
"Population ages 60-64, female (% of female population)",1989,3.04577197510247
"Population ages 60-64, female (% of female population)",1990,3.08921563992246
"Population ages 60-64, female (% of female population)",1991,3.14227714528939
"Population ages 60-64, female (% of female population)",1992,3.23228026043208
"Population ages 60-64, female (% of female population)",1993,3.33867350208267
"Population ages 60-64, female (% of female population)",1994,3.46967099355049
"Population ages 60-64, female (% of female population)",1995,3.62708753239274
"Population ages 60-64, female (% of female population)",1996,3.77178089536235
"Population ages 60-64, female (% of female population)",1997,3.89782318969347
"Population ages 60-64, female (% of female population)",1998,4.02416800835088
"Population ages 60-64, female (% of female population)",1999,4.16993798463289
"Population ages 60-64, female (% of female population)",2000,4.3578203852285
"Population ages 60-64, female (% of female population)",2001,4.59488732927678
"Population ages 60-64, female (% of female population)",2002,4.87508047233956
"Population ages 60-64, female (% of female population)",2003,5.18798255932218
"Population ages 60-64, female (% of female population)",2004,5.50944133235088
"Population ages 60-64, female (% of female population)",2005,5.82056736957354
"Population ages 60-64, female (% of female population)",2006,6.1224671803653
"Population ages 60-64, female (% of female population)",2007,6.40509904884503
"Population ages 60-64, female (% of female population)",2008,6.65029707229207
"Population ages 60-64, female (% of female population)",2009,6.82821755519655
"Population ages 60-64, female (% of female population)",2010,6.9298632951545
"Population ages 60-64, female (% of female population)",2011,6.95607883798558
"Population ages 60-64, female (% of female population)",2012,6.92519246865773
"Population ages 60-64, female (% of female population)",2013,6.87553504298954
"Population ages 60-64, female (% of female population)",2014,6.83367223979515
"Population ages 60-64, female (% of female population)",2015,6.8563428363204
"Population ages 60-64, female (% of female population)",2016,6.94618211193096
"Population ages 60-64, female (% of female population)",2017,7.07905314872711
"Population ages 60-64, female (% of female population)",2018,7.24224344926655
"Population ages 60-64, female (% of female population)",2019,7.41794334480625
"Population ages 60-64, female (% of female population)",2020,7.54944338193838
"Population ages 60-64, female (% of female population)",2021,7.64939621680853
"Population ages 60-64, female (% of female population)",2022,7.76463788734273
"Population ages 60-64, female (% of female population)",2023,7.87385736316295
"Population ages 60-64, female (% of female population)",2024,7.95504355155943
"Population ages 60-64, male (% of male population)",1975,2.26827878397463
"Population ages 60-64, male (% of male population)",1976,2.341763040453
"Population ages 60-64, male (% of male population)",1977,2.42144844526712
"Population ages 60-64, male (% of male population)",1978,2.51384312260081
"Population ages 60-64, male (% of male population)",1979,2.58039605052678
"Population ages 60-64, male (% of male population)",1980,2.62637398268539
"Population ages 60-64, male (% of male population)",1981,2.66692269124503
"Population ages 60-64, male (% of male population)",1982,2.64683214206531
"Population ages 60-64, male (% of male population)",1983,2.62211065788097
"Population ages 60-64, male (% of male population)",1984,2.6710509937347
"Population ages 60-64, male (% of male population)",1985,2.73832940279909
"Population ages 60-64, male (% of male population)",1986,2.80086810531919
"Population ages 60-64, male (% of male population)",1987,2.88413521804266
"Population ages 60-64, male (% of male population)",1988,2.98580270124696
"Population ages 60-64, male (% of male population)",1989,3.10164120896978
"Population ages 60-64, male (% of male population)",1990,3.195427877807
"Population ages 60-64, male (% of male population)",1991,3.2542569930946
"Population ages 60-64, male (% of male population)",1992,3.31350723371297
"Population ages 60-64, male (% of male population)",1993,3.38353641118586
"Population ages 60-64, male (% of male population)",1994,3.46989884760619
"Population ages 60-64, male (% of male population)",1995,3.57858490749567
"Population ages 60-64, male (% of male population)",1996,3.70746916090552
"Population ages 60-64, male (% of male population)",1997,3.86107465452019
"Population ages 60-64, male (% of male population)",1998,4.0480915589295
"Population ages 60-64, male (% of male population)",1999,4.27758027688662
"Population ages 60-64, male (% of male population)",2000,4.5553689655838
"Population ages 60-64, male (% of male population)",2001,4.88066479853126
"Population ages 60-64, male (% of male population)",2002,5.22805050173044
"Population ages 60-64, male (% of male population)",2003,5.58433635773838
"Population ages 60-64, male (% of male population)",2004,5.93927746394114
"Population ages 60-64, male (% of male population)",2005,6.25838436862059
"Population ages 60-64, male (% of male population)",2006,6.52706962986027
"Population ages 60-64, male (% of male population)",2007,6.73528666393746
"Population ages 60-64, male (% of male population)",2008,6.87279514516618
"Population ages 60-64, male (% of male population)",2009,6.91492487609943
"Population ages 60-64, male (% of male population)",2010,6.88715532251876
"Population ages 60-64, male (% of male population)",2011,6.79235178610389
"Population ages 60-64, male (% of male population)",2012,6.63816494287974
"Population ages 60-64, male (% of male population)",2013,6.48881604904549
"Population ages 60-64, male (% of male population)",2014,6.39120429557658
"Population ages 60-64, male (% of male population)",2015,6.42123643620339
"Population ages 60-64, male (% of male population)",2016,6.57949290384309
"Population ages 60-64, male (% of male population)",2017,6.81538176386572
"Population ages 60-64, male (% of male population)",2018,7.09274699659315
"Population ages 60-64, male (% of male population)",2019,7.37038917870828
"Population ages 60-64, male (% of male population)",2020,7.54508216017703
"Population ages 60-64, male (% of male population)",2021,7.60770044828119
